,keyword,count,top_count,bottom_count,top_relative_frequency,bottom_relative_frequency
2330,semi-biographical,1,0.0,1.0,0.0,1.0
2331,war strategy,1,0.0,0.0,0.0,0.0
2332,universe,1,0.0,0.0,0.0,0.0
2333,military school,1,0.0,0.0,0.0,0.0
2334,gambler,1,0.0,0.0,0.0,0.0
2335,jogging,1,0.0,0.0,0.0,0.0
2336,ukrainian village,1,0.0,1.0,0.0,1.0
2337,thirty something,1,0.0,0.0,0.0,0.0
2338,self-loathing,1,0.0,0.0,0.0,0.0
2339,photojournalist,1,0.0,0.0,0.0,0.0
2340,special police department,1,0.0,0.0,0.0,0.0
2341,abused child,1,0.0,0.0,0.0,0.0
2342,high technology,1,0.0,1.0,0.0,1.0
2343,information leak,1,0.0,1.0,0.0,1.0
2344,park,1,0.0,0.0,0.0,0.0
2345,staff,1,0.0,1.0,0.0,1.0
2346,sorcery,1,0.0,1.0,0.0,1.0
2347,workplace,1,0.0,1.0,0.0,1.0
2348,australian,1,0.0,1.0,0.0,1.0
2349,literary agent,1,0.0,1.0,0.0,1.0
2350,metronome,1,0.0,0.0,0.0,0.0
2351,soul transference,1,0.0,0.0,0.0,0.0
2352,creepy kid,1,0.0,0.0,0.0,0.0
2353,maggots,1,0.0,0.0,0.0,0.0
2354,skeleton costume,1,0.0,0.0,0.0,0.0
2355,regression therapy,1,0.0,0.0,0.0,0.0
2356,borderline personality disorder,1,0.0,0.0,0.0,0.0
2357,holodomor,1,0.0,1.0,0.0,1.0
2358,collision in space,1,0.0,0.0,0.0,0.0
2359,scary little people,1,0.0,0.0,0.0,0.0
2360,handicapped person,1,0.0,1.0,0.0,1.0
2361,cricket,1,0.0,0.0,0.0,0.0
2362,sports agent,1,0.0,0.0,0.0,0.0
2363,bail,1,0.0,0.0,0.0,0.0
2364,legal drama,1,0.0,1.0,0.0,1.0
2365,drug trade,1,0.0,0.0,0.0,0.0
2366,girl,1,0.0,0.0,0.0,0.0
2367,ozarks,1,0.0,0.0,0.0,0.0
2368,teeth,1,0.0,0.0,0.0,0.0
2369,female judge,1,0.0,1.0,0.0,1.0
2370,coast guard,1,0.0,1.0,0.0,1.0
2371,fiancé fiancée relationship,1,0.0,0.0,0.0,0.0
2372,eagle,1,0.0,0.0,0.0,0.0
2373,honor,1,0.0,0.0,0.0,0.0
2374,jurors,1,0.0,1.0,0.0,1.0
2375,scottish highlands,1,0.0,0.0,0.0,0.0
2376,loss of legs,1,0.0,1.0,0.0,1.0
2377,politically incorrect,1,0.0,1.0,0.0,1.0
2378,monster truck,1,0.0,1.0,0.0,1.0
2379,sinking ship,1,0.0,1.0,0.0,1.0
2380,drop-out,1,0.0,0.0,0.0,0.0
2381,armenian genocide,1,0.0,1.0,0.0,1.0
2382,morality tale,1,0.0,0.0,0.0,0.0
2383,pub,1,0.0,0.0,0.0,0.0
2384,messiah,1,0.0,1.0,0.0,1.0
2385,emperor,1,0.0,1.0,0.0,1.0
2386,prophecy,1,0.0,1.0,0.0,1.0
2387,jingoism,1,0.0,1.0,0.0,1.0
2388,sexual obsession,1,0.0,0.0,0.0,0.0
2389,guerrilla warfare,1,0.0,1.0,0.0,1.0
2390,post war,1,0.0,0.0,0.0,0.0
2391,scientology,1,0.0,0.0,0.0,0.0
2392,marriage problems,1,0.0,1.0,0.0,1.0
2393,unhappiness,1,0.0,1.0,0.0,1.0
2394,charismatic leader,1,0.0,0.0,0.0,0.0
2395,right hand man,1,0.0,0.0,0.0,0.0
2396,suicide thoughts,1,0.0,1.0,0.0,1.0
2397,past life regression,1,0.0,0.0,0.0,0.0
2398,typewriter,1,0.0,1.0,0.0,1.0
2399,on the road,1,0.0,1.0,0.0,1.0
2400,flat,1,0.0,0.0,0.0,0.0
2401,song,1,0.0,1.0,0.0,1.0
2402,university research,1,0.0,1.0,0.0,1.0
2403,hereditary disease,1,0.0,1.0,0.0,1.0
2404,tonto,1,0.0,1.0,0.0,1.0
2405,bombay india,1,0.0,0.0,0.0,0.0
2406,french woman,1,0.0,0.0,0.0,0.0
2407,north africa,1,0.0,0.0,0.0,0.0
2408,difficult childhood,1,0.0,1.0,0.0,1.0
2409,wedding ring,1,0.0,0.0,0.0,0.0
2410,cardiologist,1,0.0,0.0,0.0,0.0
2411,cliffs,1,0.0,0.0,0.0,0.0
2412,absent parent,1,0.0,0.0,0.0,0.0
2413,dysfunctional marriage,1,0.0,1.0,0.0,1.0
2414,trip,1,0.0,0.0,0.0,0.0
2415,childhood trauma,1,0.0,1.0,0.0,1.0
2416,reenactment,1,0.0,0.0,0.0,0.0
2417,patriarch,1,0.0,1.0,0.0,1.0
2418,body enhancement,1,0.0,0.0,0.0,0.0
2419,french,1,0.0,0.0,0.0,0.0
2420,real estate agent,1,0.0,0.0,0.0,0.0
2421,professional thief,1,0.0,0.0,0.0,0.0
2422,jewel robbery,1,0.0,0.0,0.0,0.0
2423,palm beach,1,0.0,0.0,0.0,0.0
2424,grave digging,1,0.0,0.0,0.0,0.0
2425,dead rabbit,1,0.0,0.0,0.0,0.0
2426,love failure,1,0.0,1.0,0.0,1.0
2427,shooting an animal,1,0.0,0.0,0.0,0.0
2428,arsonist,1,0.0,1.0,0.0,1.0
2429,karaoke,1,0.0,0.0,0.0,0.0
2430,alien parasites,1,0.0,0.0,0.0,0.0
2431,foreign immigrants,1,0.0,1.0,0.0,1.0
2432,padlock,1,0.0,0.0,0.0,0.0
2433,selfie,1,0.0,1.0,0.0,1.0
2434,diva,1,0.0,0.0,0.0,0.0
2435,career,1,0.0,0.0,0.0,0.0
2436,saudi arabia,1,0.0,1.0,0.0,1.0
2437,oakland,1,0.0,0.0,0.0,0.0
2438,apostasy,1,0.0,1.0,0.0,1.0
2439,religious icon,1,0.0,1.0,0.0,1.0
2440,day in a life,1,0.0,0.0,0.0,0.0
2441,show business,1,0.0,0.0,0.0,0.0
2442,financier,1,0.0,0.0,0.0,0.0
2443,entourage,1,0.0,0.0,0.0,0.0
2444,camiño de santiago,1,0.0,0.0,0.0,0.0
2445,religious persecution,1,0.0,1.0,0.0,1.0
2446,santa compaña,1,0.0,0.0,0.0,0.0
2447,jesuit priest,1,0.0,1.0,0.0,1.0
2448,shogunate,1,0.0,1.0,0.0,1.0
2449,portuguese,1,0.0,1.0,0.0,1.0
2450,crisis of faith,1,0.0,1.0,0.0,1.0
2451,beer pong,1,0.0,0.0,0.0,0.0
2452,warlock,1,0.0,0.0,0.0,0.0
2453,downworlder,1,0.0,0.0,0.0,0.0
2454,cook,1,0.0,0.0,0.0,0.0
2455,police department,1,0.0,1.0,0.0,1.0
2456,poem,1,0.0,0.0,0.0,0.0
2457,cyber terrorist,1,0.0,1.0,0.0,1.0
2458,idiot,1,0.0,0.0,0.0,0.0
2459,taxidermy,1,0.0,0.0,0.0,0.0
2460,masseuse,1,0.0,0.0,0.0,0.0
2461,tv debate,1,0.0,1.0,0.0,1.0
2462,massage therapist,1,0.0,0.0,0.0,0.0
2463,huckleberry finn,1,0.0,0.0,0.0,0.0
2464,tom sawyer,1,0.0,0.0,0.0,0.0
2465,runaway slave,1,0.0,0.0,0.0,0.0
2466,voodoo,1,0.0,1.0,0.0,1.0
2467,jehovah's witness,1,0.0,0.0,0.0,0.0
2468,investment banker,1,0.0,0.0,0.0,0.0
2469,black,1,0.0,0.0,0.0,0.0
2470,ronin,1,0.0,1.0,0.0,1.0
2471,millionaire,1,0.0,0.0,0.0,0.0
2472,cyber thriller,1,0.0,1.0,0.0,1.0
2473,brokerage,1,0.0,0.0,0.0,0.0
2474,downsizing,1,0.0,0.0,0.0,0.0
2475,samurai sword,1,0.0,1.0,0.0,1.0
2476,stock market crash,1,0.0,0.0,0.0,0.0
2477,investment,1,0.0,0.0,0.0,0.0
2478,shadowhunter,1,0.0,0.0,0.0,0.0
2479,demon hunter,1,0.0,0.0,0.0,0.0
2480,biological mother,1,0.0,0.0,0.0,0.0
2481,inmate,1,0.0,0.0,0.0,0.0
2482,telemarketing,1,0.0,0.0,0.0,0.0
2483,business trip,1,0.0,1.0,0.0,1.0
2484,human animal hybid,1,0.0,0.0,0.0,0.0
2485,race relations,1,0.0,0.0,0.0,0.0
2486,modern slavery,1,0.0,0.0,0.0,0.0
2487,high school sweetheart,1,0.0,0.0,0.0,0.0
2488,expelled from school,1,0.0,0.0,0.0,0.0
2489,child protagonist,1,0.0,0.0,0.0,0.0
2490,asylum,1,0.0,0.0,0.0,0.0
2491,alternative,1,0.0,0.0,0.0,0.0
2492,drawing,1,0.0,1.0,0.0,1.0
2493,lobotomy,1,0.0,0.0,0.0,0.0
2494,rape culture,1,0.0,0.0,0.0,0.0
2495,door,1,0.0,0.0,0.0,0.0
2496,military working dogs,1,0.0,1.0,0.0,1.0
2497,hopelessness,1,0.0,0.0,0.0,0.0
2498,malevolence,1,0.0,0.0,0.0,0.0
2499,beer bottle,1,0.0,0.0,0.0,0.0
2500,real time,1,0.0,0.0,0.0,0.0
2501,candelabra,1,0.0,0.0,0.0,0.0
2502,telemarketer,1,0.0,0.0,0.0,0.0
2503,high school sports,1,0.0,0.0,0.0,0.0
2504,ecuador,1,0.0,0.0,0.0,0.0
2505,cockroach,1,0.0,0.0,0.0,0.0
2506,boot camp,1,0.0,0.0,0.0,0.0
2507,war against society,1,0.0,0.0,0.0,0.0
2508,game night,1,0.0,0.0,0.0,0.0
2509,missionary,1,0.0,1.0,0.0,1.0
2510,concussion,1,0.0,0.0,0.0,0.0
2511,professional sports,1,0.0,0.0,0.0,0.0
2512,brain damage,1,0.0,0.0,0.0,0.0
2513,sports injury,1,0.0,0.0,0.0,0.0
2514,part animation,1,0.0,1.0,0.0,1.0
2515,racecar driver,1,0.0,0.0,0.0,0.0
2516,wonder,1,0.0,0.0,0.0,0.0
2517,nascar,1,0.0,0.0,0.0,0.0
2518,prison break,1,0.0,0.0,0.0,0.0
2519,green,1,0.0,0.0,0.0,0.0
2520,dodgeball,1,0.0,0.0,0.0,0.0
2521,inflatable doll,1,0.0,1.0,0.0,1.0
2522,incredibile,1,0.0,0.0,0.0,0.0
2523,timothy,1,0.0,0.0,0.0,0.0
2524,dry humour,1,0.0,0.0,0.0,0.0
2525,first person view,1,0.0,0.0,0.0,0.0
2526,government minister,1,0.0,0.0,0.0,0.0
2527,whale oil,1,0.0,1.0,0.0,1.0
2528,mashup,1,0.0,1.0,0.0,1.0
2529,suicidal,1,0.0,0.0,0.0,0.0
2530,rape revenge,1,0.0,1.0,0.0,1.0
2531,snooping,1,0.0,0.0,0.0,0.0
2532,mind games,1,0.0,0.0,0.0,0.0
2533,affair,1,0.0,0.0,0.0,0.0
2534,trust fund baby,1,0.0,0.0,0.0,0.0
2535,violence against women,1,0.0,0.0,0.0,0.0
2536,plastic surgery,1,0.0,1.0,0.0,1.0
2537,women in music,1,0.0,0.0,0.0,0.0
2538,brutal violence,1,0.0,1.0,0.0,1.0
2539,burning corpse,1,0.0,1.0,0.0,1.0
2540,lumberjack,1,0.0,1.0,0.0,1.0
2541,dumped by boyfriend,1,0.0,0.0,0.0,0.0
2542,marine,1,0.0,1.0,0.0,1.0
2543,murderous pair,1,0.0,1.0,0.0,1.0
2544,cons and scams,1,0.0,1.0,0.0,1.0
2545,drug trafficker,1,0.0,0.0,0.0,0.0
2546,thai boxing,1,0.0,0.0,0.0,0.0
2547,criminal heroes,1,0.0,1.0,0.0,1.0
2548,dishonesty,1,0.0,1.0,0.0,1.0
2549,emasculation,1,0.0,0.0,0.0,0.0
2550,bonfire,1,0.0,0.0,0.0,0.0
2551,ritual sacrifice,1,0.0,0.0,0.0,0.0
2552,claymation,1,0.0,1.0,0.0,1.0
2553,psychotherapy,1,0.0,0.0,0.0,0.0
2554,possessiveness,1,0.0,0.0,0.0,0.0
2555,control,1,0.0,0.0,0.0,0.0
2556,clue,1,0.0,0.0,0.0,0.0
2557,life in the slums,1,0.0,1.0,0.0,1.0
2558,queen victoria,1,0.0,0.0,0.0,0.0
2559,victorian era,1,0.0,0.0,0.0,0.0
2560,chess,1,0.0,1.0,0.0,1.0
2561,joy ride,1,0.0,1.0,0.0,1.0
2562,body in a trunk,1,0.0,1.0,0.0,1.0
2563,band,1,0.0,0.0,0.0,0.0
2564,series of murders,1,0.0,0.0,0.0,0.0
2565,stolen cars,1,0.0,1.0,0.0,1.0
2566,thirst,1,0.0,0.0,0.0,0.0
2567,settler,1,0.0,0.0,0.0,0.0
2568,salt lake city,1,0.0,0.0,0.0,0.0
2569,pioneer,1,0.0,0.0,0.0,0.0
2570,ping pong,1,0.0,0.0,0.0,0.0
2571,bronze age,1,0.0,1.0,0.0,1.0
2572,football (soccer) match,1,0.0,1.0,0.0,1.0
2573,plasticine,1,0.0,1.0,0.0,1.0
2574,molecular biologist,1,0.0,0.0,0.0,0.0
2575,child molester,1,0.0,0.0,0.0,0.0
2576,basketball team,1,0.0,0.0,0.0,0.0
2577,rebound,1,0.0,0.0,0.0,0.0
2578,wedding guest,1,0.0,0.0,0.0,0.0
2579,beauty queen,1,0.0,0.0,0.0,0.0
2580,nicaragua,1,0.0,0.0,0.0,0.0
2581,ayn rand,1,0.0,1.0,0.0,1.0
2582,labor,1,0.0,0.0,0.0,0.0
2583,war on drugs,1,0.0,1.0,0.0,1.0
2584,desperate,1,0.0,1.0,0.0,1.0
2585,child labor,1,0.0,0.0,0.0,0.0
2586,maniac,1,0.0,0.0,0.0,0.0
2587,betting,1,0.0,0.0,0.0,0.0
2588,unemployment,1,0.0,1.0,0.0,1.0
2589,killer clown,1,0.0,0.0,0.0,0.0
2590,eyeball,1,0.0,1.0,0.0,1.0
2591,lesbian interest,1,0.0,1.0,0.0,1.0
2592,crime gone awry,1,0.0,1.0,0.0,1.0
2593,model,1,0.0,1.0,0.0,1.0
2594,necrophilia,1,0.0,1.0,0.0,1.0
2595,raunchy,1,0.0,0.0,0.0,0.0
2596,book store,1,0.0,0.0,0.0,0.0
2597,lantern,1,0.0,0.0,0.0,0.0
2598,reunited friends,1,0.0,0.0,0.0,0.0
2599,suitcase full of money,1,0.0,1.0,0.0,1.0
2600,lunatic,1,0.0,0.0,0.0,0.0
2601,law school,1,0.0,0.0,0.0,0.0
2602,mob,1,0.0,1.0,0.0,1.0
2603,minnesota,1,0.0,1.0,0.0,1.0
2604,publicity,1,0.0,1.0,0.0,1.0
2605,migrant farmworker,1,0.0,0.0,0.0,0.0
2606,children's rights,1,0.0,0.0,0.0,0.0
2607,fondling,1,0.0,0.0,0.0,0.0
2608,homecoming,1,0.0,1.0,0.0,1.0
2609,talent competition,1,0.0,1.0,0.0,1.0
2610,female rocker,1,0.0,1.0,0.0,1.0
2611,garden shears,1,0.0,0.0,0.0,0.0
2612,girl band,1,0.0,1.0,0.0,1.0
2613,rape and revenge,1,0.0,0.0,0.0,0.0
2614,test subject,1,0.0,0.0,0.0,0.0
2615,photo shoot,1,0.0,1.0,0.0,1.0
2616,hinduism,1,0.0,0.0,0.0,0.0
2617,guitarist,1,0.0,1.0,0.0,1.0
2618,child abandonment,1,0.0,0.0,0.0,0.0
2619,ganja,1,0.0,0.0,0.0,0.0
2620,kumbh mela,1,0.0,0.0,0.0,0.0
2621,microphone,1,0.0,1.0,0.0,1.0
2622,night club,1,0.0,1.0,0.0,1.0
2623,ganga,1,0.0,0.0,0.0,0.0
2624,migration,1,0.0,0.0,0.0,0.0
2625,agriculture,1,0.0,0.0,0.0,0.0
2626,iron,1,0.0,1.0,0.0,1.0
2627,pesticide,1,0.0,0.0,0.0,0.0
2628,albert einstein,1,0.0,0.0,0.0,0.0
2629,titanic,1,0.0,0.0,0.0,0.0
2630,estonia,1,0.0,0.0,0.0,0.0
2631,lingerie,1,0.0,1.0,0.0,1.0
2632,traveling through a sewer,1,0.0,0.0,0.0,0.0
2633,multiple roles,1,0.0,0.0,0.0,0.0
2634,indonesian genocide,1,0.0,0.0,0.0,0.0
2635,political documentary,1,0.0,0.0,0.0,0.0
2636,social & cultural documentary,1,0.0,0.0,0.0,0.0
2637,shelter,1,0.0,0.0,0.0,0.0
2638,pizza shop,1,0.0,1.0,0.0,1.0
2639,sanity,1,0.0,0.0,0.0,0.0
2640,burial,1,0.0,1.0,0.0,1.0
2641,police detective,1,0.0,1.0,0.0,1.0
2642,sexual humiliation,1,0.0,1.0,0.0,1.0
2643,folklore,1,0.0,0.0,0.0,0.0
2644,deal,1,0.0,1.0,0.0,1.0
2645,trailer park,1,0.0,1.0,0.0,1.0
2646,construction worker,1,0.0,0.0,0.0,0.0
2647,visions,1,0.0,0.0,0.0,0.0
2648,downward spiral,1,0.0,1.0,0.0,1.0
2649,lapd,1,0.0,1.0,0.0,1.0
2650,storm shelter,1,0.0,0.0,0.0,0.0
2651,apocalyptic vision,1,0.0,0.0,0.0,0.0
2652,segregation,1,0.0,0.0,0.0,0.0
2653,policewoman,1,0.0,1.0,0.0,1.0
2654,sewer of paris,1,0.0,0.0,0.0,0.0
2655,talking car,1,0.0,0.0,0.0,0.0
2656,wig,1,0.0,0.0,0.0,0.0
2657,multiple identities,1,0.0,0.0,0.0,0.0
2658,trophy,1,0.0,1.0,0.0,1.0
2659,secret laboratory,1,0.0,0.0,0.0,0.0
2660,community service,1,0.0,0.0,0.0,0.0
2661,child star,1,0.0,0.0,0.0,0.0
2662,racehorse,1,0.0,1.0,0.0,1.0
2663,passion play,1,0.0,0.0,0.0,0.0
2664,megachurch,1,0.0,0.0,0.0,0.0
2665,hand clapping game,1,0.0,0.0,0.0,0.0
2666,"marrakesh, morocco",1,0.0,1.0,0.0,1.0
2667,anti terror,1,0.0,0.0,0.0,0.0
2668,towel,1,0.0,0.0,0.0,0.0
2669,inn,1,0.0,0.0,0.0,0.0
2670,phone,1,0.0,0.0,0.0,0.0
2671,runaway,1,0.0,1.0,0.0,1.0
2672,trash,1,0.0,1.0,0.0,1.0
2673,whispering,1,0.0,0.0,0.0,0.0
2674,garbage dumpster,1,0.0,1.0,0.0,1.0
2675,time freeze ,1,0.0,0.0,0.0,0.0
2676,postman,1,0.0,0.0,0.0,0.0
2677,rio de janeiro,1,0.0,1.0,0.0,1.0
2678,black comedy,1,0.0,1.0,0.0,1.0
2679,tire,1,0.0,0.0,0.0,0.0
2680,grave digger,1,0.0,0.0,0.0,0.0
2681,palo alto,1,0.0,0.0,0.0,0.0
2682,railway station,1,0.0,0.0,0.0,0.0
2683,coven,1,0.0,0.0,0.0,0.0
2684,sigmund freud,1,0.0,1.0,0.0,1.0
2685,psychoanalysis,1,0.0,1.0,0.0,1.0
2686,demolition,1,0.0,0.0,0.0,0.0
2687,lost city,1,0.0,0.0,0.0,0.0
2688,junkyard,1,0.0,0.0,0.0,0.0
2689,fatherhood,1,0.0,1.0,0.0,1.0
2690,house of horrors,1,0.0,0.0,0.0,0.0
2691,desolation,1,0.0,0.0,0.0,0.0
2692,neo 80s,1,0.0,0.0,0.0,0.0
2693,apartheid,1,0.0,1.0,0.0,1.0
2694,south africa,1,0.0,1.0,0.0,1.0
2695,poop,1,0.0,0.0,0.0,0.0
2696,dog killed,1,0.0,0.0,0.0,0.0
2697,human excrement,1,0.0,0.0,0.0,0.0
2698,defecating,1,0.0,0.0,0.0,0.0
2699,sex scene,1,0.0,0.0,0.0,0.0
2700,eating one's finger,1,0.0,0.0,0.0,0.0
2701,candle,1,0.0,1.0,0.0,1.0
2702,paganism,1,0.0,0.0,0.0,0.0
2703,pagan,1,0.0,0.0,0.0,0.0
2704,"salem, massachusetts",1,0.0,0.0,0.0,0.0
2705,carl jung,1,0.0,1.0,0.0,1.0
2706,wrong number,1,0.0,1.0,0.0,1.0
2707,doberman,1,0.0,0.0,0.0,0.0
2708,estranged son,1,0.0,0.0,0.0,0.0
2709,tragicomedy,1,0.0,0.0,0.0,0.0
2710,driving,1,0.0,0.0,0.0,0.0
2711,one location,1,0.0,0.0,0.0,0.0
2712,glue,1,0.0,1.0,0.0,1.0
2713,moor,1,0.0,1.0,0.0,1.0
2714,foster sister,1,0.0,1.0,0.0,1.0
2715,project manager,1,0.0,0.0,0.0,0.0
2716,driving at night,1,0.0,0.0,0.0,0.0
2717,car phone,1,0.0,0.0,0.0,0.0
2718,equality,1,0.0,1.0,0.0,1.0
2719,automaton,1,0.0,0.0,0.0,0.0
2720,heroin cartel,1,0.0,1.0,0.0,1.0
2721,surrealist,1,0.0,1.0,0.0,1.0
2722,hippie lifestyle,1,0.0,1.0,0.0,1.0
2723,hiding,1,0.0,0.0,0.0,0.0
2724,ex-girlfriend,1,0.0,1.0,0.0,1.0
2725,death of parent,1,0.0,1.0,0.0,1.0
2726,leg brace,1,0.0,0.0,0.0,0.0
2727,kamikaze,1,0.0,1.0,0.0,1.0
2728,young people,1,0.0,1.0,0.0,1.0
2729,court trial,1,0.0,0.0,0.0,0.0
2730,loyalty,1,0.0,1.0,0.0,1.0
2731,online predator,1,0.0,1.0,0.0,1.0
2732,automobile industry,1,0.0,1.0,0.0,1.0
2733,gay history,1,0.0,1.0,0.0,1.0
2734,nuclear missile,1,0.0,1.0,0.0,1.0
2735,hitchcockian,1,0.0,1.0,0.0,1.0
2736,rich kid,1,0.0,1.0,0.0,1.0
2737,ruthlessness,1,0.0,1.0,0.0,1.0
2738,bad father,1,0.0,1.0,0.0,1.0
2739,suburbs,1,0.0,1.0,0.0,1.0
2740,clairvoyance,1,0.0,1.0,0.0,1.0
2741,comic book collector,1,0.0,1.0,0.0,1.0
2742,cosplay,1,0.0,1.0,0.0,1.0
2743,revelation,1,0.0,1.0,0.0,1.0
2744,swastika,1,0.0,1.0,0.0,1.0
2745,big corporation,1,0.0,1.0,0.0,1.0
2746,voting,1,0.0,1.0,0.0,1.0
2747,no memory,1,0.0,1.0,0.0,1.0
2748,survival game,1,0.0,1.0,0.0,1.0
2749,sketching,1,0.0,1.0,0.0,1.0
2750,rebellious youth,1,0.0,1.0,0.0,1.0
2751,sign,1,0.0,1.0,0.0,1.0
2752,local celebrity,1,0.0,1.0,0.0,1.0
2753,social commentary,1,0.0,1.0,0.0,1.0
2754,religious fundamentalism,1,0.0,1.0,0.0,1.0
2755,psychic,1,0.0,1.0,0.0,1.0
2756,stonewall riot,1,0.0,1.0,0.0,1.0
2757,art teacher,1,0.0,1.0,0.0,1.0
2758,sleepwalking,1,0.0,1.0,0.0,1.0
2759,middle aged man,1,0.0,1.0,0.0,1.0
2760,killer dog,1,0.0,1.0,0.0,1.0
2761,feedback,1,0.0,1.0,0.0,1.0
2762,mic stand,1,0.0,1.0,0.0,1.0
2763,nudity,1,0.0,1.0,0.0,1.0
2764,freedom fighter,1,0.0,1.0,0.0,1.0
2765,sri lanka,1,0.0,1.0,0.0,1.0
2766,oddball,1,0.0,1.0,0.0,1.0
2767,tamil,1,0.0,1.0,0.0,1.0
2768,newscaster,1,0.0,1.0,0.0,1.0
2769,male-female-relationship,1,0.0,1.0,0.0,1.0
2770,war refugees,1,0.0,1.0,0.0,1.0
2771,dangerous neighborhood,1,0.0,1.0,0.0,1.0
2772,northern england,1,0.0,1.0,0.0,1.0
2773,polaroid camera,1,0.0,1.0,0.0,1.0
2774,yorkshire,1,0.0,1.0,0.0,1.0
2775,farce,1,0.0,1.0,0.0,1.0
2776,cult film,1,0.0,1.0,0.0,1.0
2777,suicide bomber,1,0.0,1.0,0.0,1.0
2778,early 1900s,1,0.0,1.0,0.0,1.0
2779,psychiatric ward,1,0.0,1.0,0.0,1.0
2780,hate crime,1,0.0,1.0,0.0,1.0
2781,gymnast,1,0.0,1.0,0.0,1.0
2782,iowa,1,0.0,1.0,0.0,1.0
2783,riot police,1,0.0,1.0,0.0,1.0
2784,clandestine hospital,1,0.0,1.0,0.0,1.0
2785,fake commercial,1,0.0,1.0,0.0,1.0
2786,billion dollars,1,0.0,1.0,0.0,1.0
2787,filmmaker,1,0.0,1.0,0.0,1.0
2788,love at first sight,1,0.0,1.0,0.0,1.0
2789,mexican boxer,1,0.0,1.0,0.0,1.0
2790,insomnia,1,0.0,1.0,0.0,1.0
2791,detour,1,0.0,1.0,0.0,1.0
2792,manchester united,1,0.0,1.0,0.0,1.0
2793,convention,1,0.0,1.0,0.0,1.0
2794,fracking,1,0.0,1.0,0.0,1.0
2795,anti-depressant,1,0.0,1.0,0.0,1.0
2796,d-day,1,0.0,1.0,0.0,1.0
2797,aggression,1,0.0,1.0,0.0,1.0
2798,weapon of mass destruction,1,0.0,1.0,0.0,1.0
2799,natural gas,1,0.0,1.0,0.0,1.0
2800,baghdad,1,0.0,1.0,0.0,1.0
2801,iraqi ,1,0.0,1.0,0.0,1.0
2802,near east,1,0.0,1.0,0.0,1.0
2803,farmland,1,0.0,1.0,0.0,1.0
2804,campaign,1,0.0,1.0,0.0,1.0
2805,audio tape,1,0.0,1.0,0.0,1.0
2806,jukebox,1,0.0,1.0,0.0,1.0
2807,insurance salesman,1,0.0,1.0,0.0,1.0
2808,street riots,1,0.0,1.0,0.0,1.0
2809,body possession,1,0.0,1.0,0.0,1.0
2810,gymnastics,1,0.0,1.0,0.0,1.0
2811,naive,1,0.0,1.0,0.0,1.0
2812,spelling bee,1,0.0,1.0,0.0,1.0
2813,estranged father,1,0.0,1.0,0.0,1.0
2814,gunshot,1,0.0,1.0,0.0,1.0
2815,welding,1,0.0,1.0,0.0,1.0
2816,septic tank,1,0.0,1.0,0.0,1.0
2817,finding love,1,0.0,1.0,0.0,1.0
2818,trick or treating,1,0.0,1.0,0.0,1.0
2819,anger issues,1,0.0,1.0,0.0,1.0
2820,little brother,1,0.0,1.0,0.0,1.0
2821,lake tahoe,1,0.0,1.0,0.0,1.0
2822,pimp,1,0.0,1.0,0.0,1.0
2823,ruse,1,0.0,1.0,0.0,1.0
2824,slot machine,1,0.0,1.0,0.0,1.0
2825,white suit,1,0.0,1.0,0.0,1.0
2826,vacuum cleaner,1,0.0,1.0,0.0,1.0
2827,orderly,1,0.0,1.0,0.0,1.0
2828,payphone,1,0.0,1.0,0.0,1.0
2829,concierge,1,0.0,1.0,0.0,1.0
2830,punk band,1,0.0,1.0,0.0,1.0
2831,skinhead,1,0.0,1.0,0.0,1.0
2832,overflowing toilet,1,0.0,1.0,0.0,1.0
2833,underage drinking,1,0.0,1.0,0.0,1.0
2834,military police,1,0.0,1.0,0.0,1.0
2835,detainee,1,0.0,1.0,0.0,1.0
2836,gallon of water,1,0.0,1.0,0.0,1.0
2837,assaulting an officer,1,0.0,1.0,0.0,1.0
2838,dirt road,1,0.0,1.0,0.0,1.0
2839,unfaithfulness,1,0.0,1.0,0.0,1.0
2840,economic crisis,1,0.0,1.0,0.0,1.0
2841,search for dog,1,0.0,1.0,0.0,1.0
2842,sexual disorder,1,0.0,1.0,0.0,1.0
2843,home video,1,0.0,1.0,0.0,1.0
2844,dog fighting,1,0.0,1.0,0.0,1.0
2845,economy,1,0.0,0.0,0.0,0.0
2846,fellatio,1,0.0,1.0,0.0,1.0
2847,wine,1,0.0,1.0,0.0,1.0
2848,bike messenger,1,0.0,1.0,0.0,1.0
2849,cyclist,1,0.0,1.0,0.0,1.0
2850,tea kettle,1,0.0,1.0,0.0,1.0
2851,conga line,1,0.0,1.0,0.0,1.0
2852,convenience store robbery,1,0.0,1.0,0.0,1.0
2853,executive case,1,0.0,1.0,0.0,1.0
2854,metropolis,1,0.0,1.0,0.0,1.0
2855,multiple felonies,1,0.0,1.0,0.0,1.0
2856,guantanamo bay,1,0.0,1.0,0.0,1.0
2857,american midwest,1,0.0,1.0,0.0,1.0
2858,late-night show,1,0.0,1.0,0.0,1.0
2859,door to door salesman,1,0.0,1.0,0.0,1.0
2860,online hookup,1,0.0,1.0,0.0,1.0
2861,holocaust (shoah),1,0.0,1.0,0.0,1.0
2862,catfishing,1,0.0,1.0,0.0,1.0
2863,krakow,1,0.0,1.0,0.0,1.0
