,keyword,count,top_count,bottom_count,top_relative_frequency,bottom_relative_frequency
1512,elite forces,2,1.0,0.0,0.5,0.0
1513,popularity,2,0.0,0.0,0.0,0.0
1514,family clan,2,0.0,0.0,0.0,0.0
1515,middle ages,2,1.0,0.0,0.5,0.0
1516,young boy,2,0.0,0.0,0.0,0.0
1517,medieval,2,1.0,1.0,0.5,0.5
1518,comic book artist,2,0.0,1.0,0.0,0.5
1519,older man younger woman relationship,2,0.0,0.0,0.0,0.0
1520,big family,2,0.0,0.0,0.0,0.0
1521,half breed,2,0.0,1.0,0.0,0.5
1522,computer screen,2,0.0,0.0,0.0,0.0
1523,reverend,2,0.0,1.0,0.0,0.5
1524,methamphetamine,2,0.0,1.0,0.0,0.5
1525,environmentalism,2,0.0,1.0,0.0,0.5
1526,environment,2,0.0,0.0,0.0,0.0
1527,vengeful ghost,2,0.0,0.0,0.0,0.0
1528,nevada,2,1.0,1.0,0.5,0.5
1529,internet chat,2,0.0,1.0,0.0,0.5
1530,construction site,2,1.0,0.0,0.5,0.0
1531,ex-cop,2,0.0,0.0,0.0,0.0
1532,climate change,2,0.0,1.0,0.0,0.5
1533,disillusionment,2,1.0,0.0,0.5,0.0
1534,clumsiness,2,0.0,0.0,0.0,0.0
1535,refugee,2,0.0,0.0,0.0,0.0
1536,crying,2,0.0,0.0,0.0,0.0
1537,deceit,2,0.0,0.0,0.0,0.0
1538,snow skiing,2,0.0,0.0,0.0,0.0
1539,legalized murder,2,2.0,0.0,1.0,0.0
1540,human rights,2,1.0,0.0,0.5,0.0
1541,garage,2,2.0,0.0,1.0,0.0
1542,box ring,2,1.0,0.0,0.5,0.0
1543,class prejudice,2,1.0,0.0,0.5,0.0
1544,abraham lincoln,2,1.0,0.0,0.5,0.0
1545,shield,2,2.0,0.0,1.0,0.0
1546,revolt,2,1.0,0.0,0.5,0.0
1547,east asian lead,2,1.0,0.0,0.5,0.0
1548,demonic,2,1.0,1.0,0.5,0.5
1549,well,2,2.0,0.0,1.0,0.0
1550,abandoned house,2,1.0,0.0,0.5,0.0
1551,war on terror,2,1.0,0.0,0.5,0.0
1552,rogue cop,2,0.0,2.0,0.0,1.0
1553,rogue agent,2,2.0,0.0,1.0,0.0
1554,sexism,2,1.0,0.0,0.5,0.0
1555,greece,2,1.0,0.0,0.5,0.0
1556,mathematics,2,1.0,0.0,0.5,0.0
1557,human brain,2,1.0,0.0,0.5,0.0
1558,female villain,2,1.0,1.0,0.5,0.5
1559,racial segregation,2,2.0,0.0,1.0,0.0
1560,feminism,2,2.0,0.0,1.0,0.0
1561,jazz,2,1.0,0.0,0.5,0.0
1562,rhode island,2,1.0,1.0,0.5,0.5
1563,music tour,2,2.0,0.0,1.0,0.0
1564,banishment,2,1.0,1.0,0.5,0.5
1565,friend,2,1.0,0.0,0.5,0.0
1566,incompetence,2,2.0,0.0,1.0,0.0
1567,star crossed lovers,2,1.0,0.0,0.5,0.0
1568,human subjugation,2,1.0,0.0,0.5,0.0
1569,false identity,2,2.0,0.0,1.0,0.0
1570,drug mule,2,2.0,0.0,1.0,0.0
1571,stone age,2,1.0,1.0,0.5,0.5
1572,nostalgia,2,2.0,0.0,1.0,0.0
1573,stockbroker,2,1.0,0.0,0.5,0.0
1574,rise and fall,2,1.0,0.0,0.5,0.0
1575,life,2,2.0,0.0,1.0,0.0
1576,suitcase,2,2.0,0.0,1.0,0.0
1577,teleportation,2,2.0,0.0,1.0,0.0
1578,con man,2,2.0,0.0,1.0,0.0
1579,race,2,1.0,1.0,0.5,0.5
1580,day of the dead,2,1.0,0.0,0.5,0.0
1581,evil doll,2,2.0,0.0,1.0,0.0
1582,trainer,2,2.0,0.0,1.0,0.0
1583,alps mountains,2,1.0,0.0,0.5,0.0
1584,speech,2,1.0,0.0,0.5,0.0
1585,nelson mandela,2,0.0,2.0,0.0,1.0
1586,swashbuckler,2,2.0,0.0,1.0,0.0
1587,mermaid,2,1.0,0.0,0.5,0.0
1588,mutiny,2,2.0,0.0,1.0,0.0
1589,captain,2,2.0,0.0,1.0,0.0
1590,martyrdom,2,0.0,2.0,0.0,1.0
1591,drunkenness,2,0.0,2.0,0.0,1.0
1592,bite,2,2.0,0.0,1.0,0.0
1593,graduation,2,1.0,0.0,0.5,0.0
1594,malibu,2,2.0,0.0,1.0,0.0
1595,machine gun,2,1.0,0.0,0.5,0.0
1596,coffee shop,2,1.0,1.0,0.5,0.5
1597,robot cop,2,1.0,0.0,0.5,0.0
1598,search party,2,1.0,0.0,0.5,0.0
1599,asteroid,2,1.0,0.0,0.5,0.0
1600,shower,2,1.0,0.0,0.5,0.0
1601,gravity,2,1.0,1.0,0.5,0.5
1602,goblin,2,2.0,0.0,1.0,0.0
1603,ring,2,1.0,0.0,0.5,0.0
1604,date,2,2.0,0.0,1.0,0.0
1605,riddle,2,2.0,0.0,1.0,0.0
1606,crime syndicate,2,0.0,2.0,0.0,1.0
1607,youth,2,1.0,0.0,0.5,0.0
1608,caregiver,2,1.0,0.0,0.5,0.0
1609,rat,2,2.0,0.0,1.0,0.0
1610,dead horse,2,1.0,1.0,0.5,0.5
1611,starvation,2,1.0,1.0,0.5,0.5
1612,climbing a tree,2,2.0,0.0,1.0,0.0
1613,twenty something,2,1.0,0.0,0.5,0.0
1614,final battle,2,1.0,1.0,0.5,0.5
1615,mississippi river,2,1.0,0.0,0.5,0.0
1616,maid,2,1.0,0.0,0.5,0.0
1617,talking to animals,2,2.0,0.0,1.0,0.0
1618,giant lizard,2,2.0,0.0,1.0,0.0
1619,lizard,2,2.0,0.0,1.0,0.0
1620,feral child,2,2.0,0.0,1.0,0.0
1621,cannibalism,2,0.0,2.0,0.0,1.0
1622,wife murder,2,1.0,0.0,0.5,0.0
1623,warehouse,2,0.0,2.0,0.0,1.0
1624,turns into animal,2,2.0,0.0,1.0,0.0
1625,unicorn,2,1.0,0.0,0.5,0.0
1626,imaginary friend,2,2.0,0.0,1.0,0.0
1627,sunset,2,1.0,0.0,0.5,0.0
1628,outcast,2,2.0,0.0,1.0,0.0
1629,gatling gun,2,2.0,0.0,1.0,0.0
1630,royalty,2,2.0,0.0,1.0,0.0
1631,alcoholic drink,2,0.0,2.0,0.0,1.0
1632,tarzan,2,2.0,0.0,1.0,0.0
1633,pool party,2,1.0,0.0,0.5,0.0
1634,griffith observatory,2,1.0,0.0,0.5,0.0
1635,mine,2,1.0,0.0,0.5,0.0
1636,genetic experiment,2,2.0,0.0,1.0,0.0
1637,historical fiction,2,1.0,0.0,0.5,0.0
1638,giant spider,2,2.0,0.0,1.0,0.0
1639,tournament,2,1.0,0.0,0.5,0.0
1640,criminal mastermind,2,2.0,0.0,1.0,0.0
1641,mysterious woman,2,1.0,1.0,0.5,0.5
1642,atlanta,2,1.0,1.0,0.5,0.5
1643,uprising,2,1.0,0.0,0.5,0.0
1644,games,2,2.0,0.0,1.0,0.0
1645,crime boss,2,1.0,0.0,0.5,0.0
1646,hearing impaired,2,1.0,0.0,0.5,0.0
1647,mathematician,2,1.0,0.0,0.5,0.0
1648,cinderella,2,2.0,0.0,1.0,0.0
1649,great britain,2,1.0,0.0,0.5,0.0
1650,killer doll,2,1.0,0.0,0.5,0.0
1651,playground,2,0.0,2.0,0.0,1.0
1652,multiple personality,2,2.0,0.0,1.0,0.0
1653,corporation,2,1.0,0.0,0.5,0.0
1654,time,2,2.0,0.0,1.0,0.0
1655,city ruin,2,1.0,0.0,0.5,0.0
1656,panda,2,2.0,0.0,1.0,0.0
1657,national security agency (nsa),2,0.0,2.0,0.0,1.0
1658,portal,2,1.0,0.0,0.5,0.0
1659,speed,2,2.0,0.0,1.0,0.0
1660,boogeyman,2,2.0,0.0,1.0,0.0
1661,treasure,2,1.0,0.0,0.5,0.0
1662,animal sidekick,2,2.0,0.0,1.0,0.0
1663,assistant,2,1.0,0.0,0.5,0.0
1664,spanking,2,1.0,1.0,0.5,0.5
1665,treasure hunt,2,2.0,0.0,1.0,0.0
1666,social outcast,2,1.0,0.0,0.5,0.0
1667,boy genius,2,2.0,0.0,1.0,0.0
1668,serum,2,2.0,0.0,1.0,0.0
1669,teen superhero,2,1.0,0.0,0.5,0.0
1670,undead,2,1.0,1.0,0.5,0.5
1671,swat team,2,0.0,2.0,0.0,1.0
1672,plague,2,2.0,0.0,1.0,0.0
1673,magician,2,1.0,0.0,0.5,0.0
1674,doll,2,1.0,0.0,0.5,0.0
1675,dissociative identity disorder,2,2.0,0.0,1.0,0.0
1676,institutionalization,2,1.0,0.0,0.5,0.0
1677,electricity,2,1.0,0.0,0.5,0.0
1678,ants,2,1.0,0.0,0.5,0.0
1679,miniaturization,2,2.0,0.0,1.0,0.0
1680,bridesmaid,2,1.0,0.0,0.5,0.0
1681,fear of commitment,2,1.0,0.0,0.5,0.0
1682,wealth,2,1.0,0.0,0.5,0.0
1683,turned into animal,2,1.0,1.0,0.5,0.5
1684,storm at sea,2,1.0,1.0,0.5,0.5
1685,cargo ship,2,2.0,0.0,1.0,0.0
1686,drunk,2,1.0,1.0,0.5,0.5
1687,wedding dress,2,1.0,0.0,0.5,0.0
1688,self-destruction,2,1.0,1.0,0.5,0.5
1689,casual sex,2,2.0,0.0,1.0,0.0
1690,sailboat,2,1.0,0.0,0.5,0.0
1691,chauvinisim,2,0.0,2.0,0.0,1.0
1692,zookeeper,2,2.0,0.0,1.0,0.0
1693,hindu,2,1.0,0.0,0.5,0.0
1694,shipwreck,2,1.0,1.0,0.5,0.5
1695,farmer,2,1.0,0.0,0.5,0.0
1696,alien friendship,2,1.0,1.0,0.5,0.5
1697,black hole,2,1.0,0.0,0.5,0.0
1698,hangover,2,2.0,0.0,1.0,0.0
1699,parole,2,0.0,2.0,0.0,1.0
1700,chipmunk,2,2.0,0.0,1.0,0.0
1701,medical research,2,2.0,0.0,1.0,0.0
1702,resident evil,2,2.0,0.0,1.0,0.0
1703,missile,2,1.0,0.0,0.5,0.0
1704,woman with gun,2,1.0,0.0,0.5,0.0
1705,physical disability,2,1.0,1.0,0.5,0.5
1706,undocumented immigrant,2,0.0,2.0,0.0,1.0
1707,retelling,2,2.0,0.0,1.0,0.0
1708,woman empowerment,2,1.0,0.0,0.5,0.0
1709,smurf,2,2.0,0.0,1.0,0.0
1710,space mission,2,1.0,0.0,0.5,0.0
1711,overcoming fears,2,1.0,0.0,0.5,0.0
1712,cat and mouse,2,1.0,1.0,0.5,0.5
1713,archery,2,2.0,0.0,1.0,0.0
1714,adventurer,2,1.0,0.0,0.5,0.0
1715,convoy,2,1.0,0.0,0.5,0.0
1716,womanhood,2,1.0,0.0,0.5,0.0
1717,madagascar,2,2.0,0.0,1.0,0.0
1718,autobiography,2,1.0,0.0,0.5,0.0
1719,conspiracy theory,2,1.0,0.0,0.5,0.0
1720,wizarding world,2,2.0,0.0,1.0,0.0
1721,evil stepmother,2,2.0,0.0,1.0,0.0
1722,theme park,2,1.0,0.0,0.5,0.0
1723,father murder,2,1.0,1.0,0.5,0.5
1724,arkansas,2,1.0,0.0,0.5,0.0
1725,magical creature,2,2.0,0.0,1.0,0.0
1726,texas ranger,2,1.0,1.0,0.5,0.5
1727,eye patch,2,1.0,0.0,0.5,0.0
1728,old testament,2,2.0,0.0,1.0,0.0
1729,cruise ship,2,2.0,0.0,1.0,0.0
1730,supervillain,2,2.0,0.0,1.0,0.0
1731,snow white,2,2.0,0.0,1.0,0.0
1732,penguin,2,1.0,0.0,0.5,0.0
1733,terrorist bombing,2,1.0,1.0,0.5,0.5
1734,rags to riches,2,2.0,0.0,1.0,0.0
1735,santa cruz california,2,1.0,1.0,0.5,0.5
1736,feud,2,2.0,0.0,1.0,0.0
1737,bilingual,2,1.0,1.0,0.5,0.5
1738,bollywood,2,1.0,1.0,0.5,0.5
1739,genetic mutation,2,2.0,0.0,1.0,0.0
1740,orphanage,2,1.0,0.0,0.5,0.0
1741,stealing,2,2.0,0.0,1.0,0.0
1742,evil queen,2,2.0,0.0,1.0,0.0
1743,pig,2,2.0,0.0,1.0,0.0
1744,sorceress,2,1.0,1.0,0.5,0.5
1745,"denver, colorado",2,1.0,1.0,0.5,0.5
1746,strip tease,2,2.0,0.0,1.0,0.0
1747,creation,2,2.0,0.0,1.0,0.0
1748,superhuman strength,2,1.0,0.0,0.5,0.0
1749,dominatrix,2,0.0,2.0,0.0,1.0
1750,castle,2,1.0,0.0,0.5,0.0
1751,artifact,2,1.0,0.0,0.5,0.0
1752,psychiatric hospital,2,2.0,0.0,1.0,0.0
1753,comic book shop,2,1.0,1.0,0.5,0.5
1754,mind reading,2,2.0,0.0,1.0,0.0
1755,diversity,2,1.0,0.0,0.5,0.0
1756,female musician,2,2.0,0.0,1.0,0.0
1757,unreliable narrator,2,2.0,0.0,1.0,0.0
1758,sibling rivalry,2,1.0,0.0,0.5,0.0
1759,hijack,2,2.0,0.0,1.0,0.0
1760,polar bear,2,1.0,0.0,0.5,0.0
1761,dunkirk,2,2.0,0.0,1.0,0.0
1762,alien technology,2,2.0,0.0,1.0,0.0
1763,traitor,2,1.0,1.0,0.5,0.5
1764,record company,2,1.0,0.0,0.5,0.0
1765,capture,2,2.0,0.0,1.0,0.0
1766,blonde,2,1.0,0.0,0.5,0.0
1767,earthquake,2,1.0,0.0,0.5,0.0
1768,hades,2,2.0,0.0,1.0,0.0
1769,alien language,2,2.0,0.0,1.0,0.0
1770,whale,2,0.0,2.0,0.0,1.0
1771,honolulu,2,1.0,0.0,0.5,0.0
1772,hiv,2,1.0,0.0,0.5,0.0
1773,motel room,2,0.0,2.0,0.0,1.0
1774,iranian,2,1.0,1.0,0.5,0.5
1775,shoe,2,0.0,2.0,0.0,1.0
1776,attack,2,1.0,1.0,0.5,0.5
1777,excalibur,2,0.0,2.0,0.0,1.0
1778,fictional place,2,1.0,1.0,0.5,0.5
1779,air,2,1.0,0.0,0.5,0.0
1780,alice in wonderland,2,2.0,0.0,1.0,0.0
1781,explorer,2,1.0,1.0,0.5,0.5
1782,fish,2,2.0,0.0,1.0,0.0
1783,civil war,2,1.0,0.0,0.5,0.0
1784,miniature people,2,2.0,0.0,1.0,0.0
1785,evacuation,2,1.0,1.0,0.5,0.5
1786,black slave,2,2.0,0.0,1.0,0.0
1787,office,2,1.0,0.0,0.5,0.0
1788,accountant,2,2.0,0.0,1.0,0.0
1789,arena,2,1.0,0.0,0.5,0.0
1790,sword in the stone,2,0.0,2.0,0.0,1.0
1791,superheroine,2,2.0,0.0,1.0,0.0
1792,hip-hop,2,1.0,0.0,0.5,0.0
1793,genetic engineering,2,2.0,0.0,1.0,0.0
1794,stakeout,2,1.0,0.0,0.5,0.0
1795,chinese,2,0.0,2.0,0.0,1.0
1796,rapper,2,1.0,0.0,0.5,0.0
1797,vandalism,2,2.0,0.0,1.0,0.0
1798,laboratory,2,1.0,0.0,0.5,0.0
1799,bag over head,2,1.0,0.0,0.5,0.0
1800,airplane accident,2,2.0,0.0,1.0,0.0
1801,"tokyo, japan",2,1.0,0.0,0.5,0.0
1802,u.s. embassy,2,1.0,0.0,0.5,0.0
1803,giant animal,2,2.0,0.0,1.0,0.0
1804,racing,2,2.0,0.0,1.0,0.0
1805,support group,2,2.0,0.0,1.0,0.0
1806,pandemic,2,1.0,0.0,0.5,0.0
1807,badger,2,2.0,0.0,1.0,0.0
1808,death of father,2,1.0,0.0,0.5,0.0
1809,stereotype,2,2.0,0.0,1.0,0.0
1810,horror,2,1.0,0.0,0.5,0.0
1811,zombie apocalypse,2,1.0,0.0,0.5,0.0
1812,injustice,2,1.0,1.0,0.5,0.5
1813,multiple perspectives,2,1.0,1.0,0.5,0.5
1814,space battle,2,2.0,0.0,1.0,0.0
1815,kung fu,2,1.0,1.0,0.5,0.5
1816,rookie cop,2,1.0,0.0,0.5,0.0
1817,golden gate bridge,2,2.0,0.0,1.0,0.0
1818,alzheimer's disease,2,1.0,0.0,0.5,0.0
1819,epidemic,2,1.0,0.0,0.5,0.0
1820,jerusalem,2,1.0,0.0,0.5,0.0
1821,based on cartoon,2,2.0,0.0,1.0,0.0
1822,gojira,2,2.0,0.0,1.0,0.0
1823,purpose of life,2,1.0,0.0,0.5,0.0
1824,iran,2,0.0,2.0,0.0,1.0
1825,invasion,2,0.0,2.0,0.0,1.0
1826,action heroine,2,2.0,0.0,1.0,0.0
1827,facial scar,2,0.0,2.0,0.0,1.0
1828,monster island,2,2.0,0.0,1.0,0.0
1829,brazilian,2,0.0,2.0,0.0,1.0
1830,society,2,2.0,0.0,1.0,0.0
1831,hostage drama,2,1.0,0.0,0.5,0.0
1832,plantation,2,2.0,0.0,1.0,0.0
1833,social media,2,1.0,0.0,0.5,0.0
1834,florist,2,2.0,0.0,1.0,0.0
1835,amazon rainforest,2,1.0,0.0,0.5,0.0
1836,single,2,1.0,1.0,0.5,0.5
1837,hippie,2,0.0,2.0,0.0,1.0
1838,time bomb,2,1.0,0.0,0.5,0.0
1839,valentine's day,2,2.0,0.0,1.0,0.0
1840,fisherman,2,1.0,0.0,0.5,0.0
1841,turtle,2,2.0,0.0,1.0,0.0
1842,uzi,2,1.0,0.0,0.5,0.0
1843,villainess,2,2.0,0.0,1.0,0.0
1844,black magic,2,2.0,0.0,1.0,0.0
1845,witchcraft,2,1.0,1.0,0.5,0.5
1846,british secret service,2,2.0,0.0,1.0,0.0
1847,runner,2,2.0,0.0,1.0,0.0
1848,evil witch,2,1.0,0.0,0.5,0.0
1849,despicable,2,2.0,0.0,1.0,0.0
1850,destruction,2,1.0,0.0,0.5,0.0
1851,criminal underworld,2,1.0,1.0,0.5,0.5
1852,snowman,2,1.0,0.0,0.5,0.0
1853,harvard university,2,1.0,0.0,0.5,0.0
1854,15th century,2,2.0,0.0,1.0,0.0
1855,terrier,2,2.0,0.0,1.0,0.0
1856,bicycle courier,2,1.0,1.0,0.5,0.5
1857,perseus,2,2.0,0.0,1.0,0.0
1858,uncle,2,1.0,0.0,0.5,0.0
1859,wolfman,2,2.0,0.0,1.0,0.0
1860,stereoscopic,1,0.0,0.0,0.0,0.0
1861,creepy neighbor,1,0.0,0.0,0.0,0.0
1862,search for father,1,0.0,1.0,0.0,1.0
1863,responsibility,1,0.0,0.0,0.0,0.0
1864,late coming of age,1,0.0,0.0,0.0,0.0
1865,puke,1,0.0,0.0,0.0,0.0
1866,machinist,1,0.0,0.0,0.0,0.0
1867,lone ranger,1,0.0,1.0,0.0,1.0
1868,neighborhood watch,1,0.0,0.0,0.0,0.0
1869,medallion,1,0.0,0.0,0.0,0.0
1870,sterility,1,0.0,0.0,0.0,0.0
1871,cellar,1,0.0,0.0,0.0,0.0
1872,clinic,1,0.0,0.0,0.0,0.0
1873,pants,1,0.0,0.0,0.0,0.0
1874,liberal,1,0.0,0.0,0.0,0.0
1875,town gossip,1,0.0,0.0,0.0,0.0
1876,conflict,1,0.0,1.0,0.0,1.0
1877,plastic surgeon,1,0.0,0.0,0.0,0.0
1878,accused of murder,1,0.0,0.0,0.0,0.0
1879,dressmaker,1,0.0,0.0,0.0,0.0
1880,exile,1,0.0,0.0,0.0,0.0
1881,"oslo, norway",1,0.0,0.0,0.0,0.0
1882,oedipus complex,1,0.0,0.0,0.0,0.0
1883,venezuela,1,0.0,1.0,0.0,1.0
1884,conversion,1,0.0,0.0,0.0,0.0
1885,dead boy,1,0.0,0.0,0.0,0.0
1886,record producer,1,0.0,1.0,0.0,1.0
1887,crowd,1,0.0,1.0,0.0,1.0
1888,planned parenthood,1,0.0,0.0,0.0,0.0
1889,wildfire,1,0.0,1.0,0.0,1.0
1890,sahara,1,0.0,1.0,0.0,1.0
1891,dog allergy,1,0.0,1.0,0.0,1.0
1892,progress,1,0.0,1.0,0.0,1.0
1893,shot on iphone,1,0.0,0.0,0.0,0.0
1894,ex-boyfriend,1,0.0,1.0,0.0,1.0
1895,child vampire,1,0.0,0.0,0.0,0.0
1896,reproductive rights,1,0.0,0.0,0.0,0.0
1897,comanche,1,0.0,1.0,0.0,1.0
1898,abortion clinic,1,0.0,0.0,0.0,0.0
1899,wave,1,0.0,1.0,0.0,1.0
1900,medical clinic,1,0.0,0.0,0.0,0.0
1901,secrecy,1,0.0,1.0,0.0,1.0
1902,proving oneself,1,0.0,1.0,0.0,1.0
1903,space colony,1,0.0,1.0,0.0,1.0
1904,false history,1,0.0,1.0,0.0,1.0
1905,poet,1,0.0,1.0,0.0,1.0
1906,anonymity,1,0.0,1.0,0.0,1.0
1907,women's health,1,0.0,0.0,0.0,0.0
1908,whistleblower,1,0.0,1.0,0.0,1.0
1909,biting,1,0.0,0.0,0.0,0.0
1910,unwanted pregnancy,1,0.0,0.0,0.0,0.0
1911,becoming an adult,1,0.0,1.0,0.0,1.0
1912,meeting,1,0.0,0.0,0.0,0.0
1913,new home,1,0.0,0.0,0.0,0.0
1914,caucasian,1,0.0,1.0,0.0,1.0
1915,caracas,1,0.0,1.0,0.0,1.0
1916,sword and planet,1,0.0,0.0,0.0,0.0
1917,nail gun,1,0.0,0.0,0.0,0.0
1918,shoe shiner,1,0.0,0.0,0.0,0.0
1919,northern france,1,0.0,0.0,0.0,0.0
1920,satellite,1,0.0,1.0,0.0,1.0
1921,aunt niece relationship,1,0.0,0.0,0.0,0.0
1922,montana,1,0.0,0.0,0.0,0.0
1923,martian civilization,1,0.0,0.0,0.0,0.0
1924,faithful husband,1,0.0,0.0,0.0,0.0
1925,love story,1,0.0,0.0,0.0,0.0
1926,temptation,1,0.0,0.0,0.0,0.0
1927,wasteland,1,0.0,1.0,0.0,1.0
1928,last chance,1,0.0,1.0,0.0,1.0
1929,contract,1,0.0,1.0,0.0,1.0
1930,port,1,0.0,0.0,0.0,0.0
1931,artificial organ,1,0.0,1.0,0.0,1.0
1932,lincoln nebraska,1,0.0,0.0,0.0,0.0
1933,firefighter,1,0.0,1.0,0.0,1.0
1934,ghouls,1,0.0,1.0,0.0,1.0
1935,nebraska,1,0.0,0.0,0.0,0.0
1936,sin,1,0.0,0.0,0.0,0.0
1937,arctic,1,0.0,0.0,0.0,0.0
1938,avalanche,1,0.0,0.0,0.0,0.0
1939,devoted family man,1,0.0,0.0,0.0,0.0
1940,false imprisonment,1,0.0,0.0,0.0,0.0
1941,lemmings,1,0.0,0.0,0.0,0.0
1942,homeland,1,0.0,1.0,0.0,1.0
1943,halloween night,1,0.0,0.0,0.0,0.0
1944,adolescence,1,0.0,0.0,0.0,0.0
1945,hologram,1,0.0,1.0,0.0,1.0
1946,man child,1,0.0,0.0,0.0,0.0
1947,grieving widower,1,0.0,0.0,0.0,0.0
1948,anxiety,1,0.0,0.0,0.0,0.0
1949,pc,1,0.0,1.0,0.0,1.0
1950,destruction of planet,1,0.0,0.0,0.0,0.0
1951,pizza delivery,1,0.0,0.0,0.0,0.0
1952,air force,1,0.0,1.0,0.0,1.0
1953,procedure,1,0.0,1.0,0.0,1.0
1954,mental institution,1,0.0,0.0,0.0,0.0
1955,pizza boy,1,0.0,0.0,0.0,0.0
1956,survivor,1,0.0,1.0,0.0,1.0
1957,barn,1,0.0,1.0,0.0,1.0
1958,confronting the past,1,0.0,0.0,0.0,0.0
1959,machismo,1,0.0,1.0,0.0,1.0
1960,animal protection,1,0.0,1.0,0.0,1.0
1961,essex,1,0.0,0.0,0.0,0.0
1962,san fernando valley,1,0.0,0.0,0.0,0.0
1963,strike,1,0.0,0.0,0.0,0.0
1964,black market,1,0.0,1.0,0.0,1.0
1965,sweepstakes,1,0.0,0.0,0.0,0.0
1966,police chief,1,0.0,0.0,0.0,0.0
1967,wedding planner,1,0.0,0.0,0.0,0.0
1968,greenpeace,1,0.0,1.0,0.0,1.0
1969,futuristic vehicle,1,0.0,1.0,0.0,1.0
1970,policeman,1,0.0,0.0,0.0,0.0
1971,grieving parents,1,0.0,0.0,0.0,0.0
1972,talent-scout,1,0.0,1.0,0.0,1.0
1973,forest fire,1,0.0,1.0,0.0,1.0
1974,story within the story,1,0.0,0.0,0.0,0.0
1975,paramedic,1,0.0,1.0,0.0,1.0
1976,male virgin,1,0.0,0.0,0.0,0.0
1977,mannequin,1,0.0,0.0,0.0,0.0
1978,schizophrenia,1,0.0,0.0,0.0,0.0
1979,sponge bath,1,0.0,0.0,0.0,0.0
1980,tupac shakur,1,0.0,0.0,0.0,0.0
1981,geologist,1,0.0,1.0,0.0,1.0
1982,biologist,1,0.0,1.0,0.0,1.0
1983,lung cancer,1,0.0,0.0,0.0,0.0
1984,catholic priest,1,0.0,0.0,0.0,0.0
1985,jealous husband,1,0.0,0.0,0.0,0.0
1986,iron lung,1,0.0,0.0,0.0,0.0
1987,sex surrogate,1,0.0,0.0,0.0,0.0
1988,polio,1,0.0,0.0,0.0,0.0
1989,polio victim,1,0.0,0.0,0.0,0.0
1990,jewish man,1,0.0,0.0,0.0,0.0
1991,gurney,1,0.0,0.0,0.0,0.0
1992,sexual awakening,1,0.0,0.0,0.0,0.0
1993,exhibition,1,0.0,0.0,0.0,0.0
1994,misogynist,1,0.0,0.0,0.0,0.0
1995,sexual arousal,1,0.0,0.0,0.0,0.0
1996,tiffin,1,0.0,0.0,0.0,0.0
1997,hybrid,1,0.0,1.0,0.0,1.0
1998,overweight woman,1,0.0,0.0,0.0,0.0
1999,private eye,1,0.0,0.0,0.0,0.0
2000,sunrise,1,0.0,0.0,0.0,0.0
2001,suburbia,1,0.0,0.0,0.0,0.0
2002,tribe,1,0.0,1.0,0.0,1.0
2003,intimate,1,0.0,0.0,0.0,0.0
2004,tulips,1,0.0,0.0,0.0,0.0
2005,murder spree,1,0.0,0.0,0.0,0.0
2006,lost civilisation,1,0.0,1.0,0.0,1.0
2007,motorcycle chase,1,0.0,1.0,0.0,1.0
2008,curvas da vida,1,0.0,1.0,0.0,1.0
2009,naked,1,0.0,0.0,0.0,0.0
2010,curvas da vida 2012,1,0.0,1.0,0.0,1.0
2011,curvas   da vida 2012,1,0.0,1.0,0.0,1.0
2012,sexual pleasure,1,0.0,0.0,0.0,0.0
2013,unusual phenomena,1,0.0,1.0,0.0,1.0
2014,prisoner on the run,1,0.0,0.0,0.0,0.0
2015,campaign finance,1,0.0,0.0,0.0,0.0
2016,casters,1,0.0,0.0,0.0,0.0
2017,loser,1,0.0,0.0,0.0,0.0
2018,draft,1,0.0,1.0,0.0,1.0
2019,mysterious life form,1,0.0,1.0,0.0,1.0
2020,fired,1,0.0,0.0,0.0,0.0
2021,past relationship,1,0.0,0.0,0.0,0.0
2022,teen angst,1,0.0,0.0,0.0,0.0
2023,milan,1,0.0,0.0,0.0,0.0
2024,flora,1,0.0,1.0,0.0,1.0
2025,punk rock,1,0.0,1.0,0.0,1.0
2026,pitcher,1,0.0,1.0,0.0,1.0
2027,moustache,1,0.0,0.0,0.0,0.0
2028,political candidate,1,0.0,0.0,0.0,0.0
2029,congressman,1,0.0,0.0,0.0,0.0
2030,luxury hotel,1,0.0,0.0,0.0,0.0
2031,election campaign,1,0.0,0.0,0.0,0.0
2032,home run,1,0.0,1.0,0.0,1.0
2033,morning show,1,0.0,0.0,0.0,0.0
2034,washing clothes,1,0.0,0.0,0.0,0.0
2035,baseball scout,1,0.0,1.0,0.0,1.0
2036,mockbuster,1,0.0,0.0,0.0,0.0
2037,pity sex,1,0.0,0.0,0.0,0.0
2038,handicap sex,1,0.0,0.0,0.0,0.0
2039,curvas.da.vida.2012.,1,0.0,1.0,0.0,1.0
2040,blurred sight,1,0.0,1.0,0.0,1.0
2041,sexual exploration,1,0.0,0.0,0.0,0.0
2042,phenomenon,1,0.0,1.0,0.0,1.0
2043,thrift store,1,0.0,0.0,0.0,0.0
2044,compound,1,0.0,1.0,0.0,1.0
2045,plagiarized novel,1,0.0,0.0,0.0,0.0
2046,plagiarized book,1,0.0,0.0,0.0,0.0
2047,blurry vision,1,0.0,1.0,0.0,1.0
